0,1,2,3,4
Фрукты,Овощи,,,
Масло,Говядина,Молоко,Консервы,
Томаты,Хлеб,Бакалея,Сыр,
Бакалея,Соль,Яблоки,,
Сахар,Морковь,Сок,,
Молоко,Консервы,,,
Морковь,Рыба,Чай,Томаты,Сок
Томаты,Хлеб,,,
Мясо,Молоко,Напитки,Масло,
Овощи,Огурцы,,,
Овощи,Перец,Сахар,Овощи,
Картошка,Хлеб,Молоко,Яйца,Перец
Чай,Консервы,Сыр,Сладости,
Хлеб,Молоко,,,
Соль,Перец,Масло,,
Бананы,Бананы,,,
Картошка,Курица,Овощи,Морковь,Мука
Рыба,Овощи,Напитки,Напитки,Сыр
Говядина,Морковь,Яблоки,Масло,Напитки
Мясо,Бананы,Соль,Курица,
Рыба,Чай,,,
Томаты,Консервы,Молоко,Томаты,Бакалея
Томаты,Говядина,Напитки,Фрукты,
Овощи,Рыба,Перец,Кофе,
Овощи,Фрукты,Соль,Молоко,Яйца
Яйца,Фрукты,,,
Сыр,Масло,Курица,Овощи,
Лук,Бакалея,Мясо,Масло,
Яблоки,Бакалея,Сладости,Сахар,Бананы
Овощи,Фрукты,Сок,Яблоки,
Сыр,Мука,Рыба,Перец,
Курица,Лук,Сладости,,
Кофе,Чай,Сладости,,
Хлеб,Консервы,Курица,,
Мука,Чай,Соль,Бананы,Хлеб
Сладости,Фрукты,Морковь,Рыба,Картошка
Консервы,Соль,Соль,Бананы,Масло
Морковь,Огурцы,Лук,Сок,Хлеб
Томаты,Молоко,,,
Сладости,Сок,Овощи,Бананы,Сок
Напитки,Бакалея,Яйца,Кофе,Сыр
Яйца,Рыба,,,
Сок,Сладости,Яйца,,
Лук,Сок,Бананы,Сок,Бакалея
Масло,Говядина,,,
Томаты,Соль,,,
Сладости,Соль,,,
Молоко,Кофе,Консервы,,
Молоко,Томаты,Яблоки,Сладости,
Рыба,Фрукты,,,
Яйца,Перец,,,
Сок,Перец,,,
Сладости,Консервы,Молоко,Соль,
Томаты,Молоко,Яйца,,
Рыба,Сладости,,,
Напитки,Курица,,,
Мясо,Овощи,,,
Сахар,Чай,Молоко,Мука,Чай
Картошка,Бакалея,Огурцы,Мука,Морковь
Мука,Сыр,Кофе,Соль,Напитки
Говядина,Масло,,,
Молоко,Лук,Молоко,Сахар,Томаты
Соль,Говядина,Бананы,Огурцы,
Рыба,Напитки,Мука,Чай,Соль
Сыр,Консервы,Бананы,Томаты,Бакалея
Бананы,Сахар,Масло,Сахар,Говядина
Томаты,Масло,Морковь,Морковь,
Соль,Консервы,,,
Сахар,Консервы,Масло,Бананы,Сыр
Фрукты,Мука,Лук,,
Масло,Лук,Кофе,Фрукты,Молоко
Сладости,Говядина,Консервы,,
Рыба,Морковь,Соль,Мясо,
Овощи,Мука,,,
Мука,Мясо,Мука,,
Овощи,Огурцы,,,
Сахар,Томаты,Лук,,
Сахар,Хлеб,Мясо,,
Сладости,Рыба,Рыба,Консервы,
Морковь,Масло,Картошка,Мясо,Молоко
Напитки,Соль,Кофе,Овощи,
Овощи,Сахар,Молоко,Молоко,
Консервы,Лук,,,
Сыр,Яйца,Овощи,Мясо,Бакалея
Сладости,Огурцы,Сладости,Овощи,
Соль,Перец,Фрукты,Мука,Морковь
Чай,Молоко,Хлеб,Морковь,Морковь
Масло,Яблоки,Курица,Фрукты,Томаты
Консервы,Бананы,,,
Сыр,Мука,Говядина,,
Кофе,Морковь,Яблоки,Яйца,
Лук,Рыба,Сок,Сок,
Картошка,Кофе,Консервы,Сыр,Яблоки
Говядина,Сахар,Чай,Бакалея,
Мука,Соль,Огурцы,,
Сок,Чай,,,
Сладости,Говядина,,,
Овощи,Молоко,Сахар,Курица,
Яблоки,Молоко,Бакалея,,
Мясо,Консервы,Консервы,Соль,
Яйца,Морковь,Мука,,
Бакалея,Консервы,,,
Яблоки,Соль,Мука,,
Морковь,Чай,Яблоки,,
Огурцы,Бананы,Масло,,
Томаты,Огурцы,,,
Бананы,Хлеб,Лук,Яйца,Чай
Рыба,Чай,Сахар,Яйца,
Рыба,Яблоки,,,
Говядина,Томаты,,,
Соль,Томаты,Бананы,Огурцы,
Овощи,Курица,Огурцы,Картошка,Хлеб
Бакалея,Сыр,Морковь,Бананы,Томаты
Напитки,Молоко,Соль,Кофе,
Сладости,Яблоки,Огурцы,Лук,Перец
Яйца,Молоко,Мука,Яйца,
Говядина,Яйца,Фрукты,Яблоки,
Мясо,Курица,Консервы,Консервы,Фрукты
Бананы,Мясо,,,
Фрукты,Масло,,,
Томаты,Бананы,,,
Чай,Сыр,Чай,Мука,Морковь
Бананы,Чай,Чай,,
Яблоки,Курица,Огурцы,Мука,
Рыба,Картошка,Консервы,Мука,
Чай,Рыба,Говядина,Сыр,
Сыр,Овощи,,,
Мука,Картошка,Бакалея,Морковь,Масло
Сахар,Бакалея,Картошка,Соль,Бананы
Сахар,Морковь,Чай,Сладости,Огурцы
Овощи,Овощи,Курица,Лук,Перец
Бананы,Томаты,Чай,,
Масло,Курица,Сыр,Сладости,Сахар
Перец,Перец,Фрукты,Яйца,
Морковь,Напитки,Чай,Хлеб,
Бакалея,Огурцы,Бакалея,Чай,Курица
Мясо,Чай,,,
Соль,Лук,Хлеб,Лук,
Чай,Говядина,Рыба,Рыба,
Фрукты,Чай,,,
Томаты,Масло,Напитки,Бананы,
Морковь,Масло,Картошка,Огурцы,
Сахар,Фрукты,Бананы,,
Бакалея,Рыба,,,
Соль,Бакалея,Сладости,Кофе,Фрукты
Овощи,Мука,Перец,Молоко,Молоко
Яйца,Морковь,Сахар,,
Морковь,Мука,Курица,,
Говядина,Сыр,,,
Сыр,Лук,Консервы,,
Сахар,Огурцы,Бананы,Бакалея,Сок
Мука,Бананы,,,
Консервы,Морковь,Лук,Морковь,
Мясо,Огурцы,Чай,,
Курица,Чай,Бакалея,,
Мясо,Фрукты,,,
Сахар,Сладости,Чай,Перец,Сахар
Бананы,Сок,Бакалея,Томаты,Бананы
Напитки,Говядина,,,
Томаты,Чай,Напитки,Рыба,
Яблоки,Сладости,Бананы,,
Рыба,Хлеб,Яйца,,
Мука,Сок,,,
Курица,Рыба,Напитки,,
Чай,Масло,Яйца,,
Молоко,Молоко,Соль,,
Напитки,Рыба,Перец,,
Говядина,Огурцы,Перец,Говядина,Рыба
Овощи,Фрукты,,,
Яйца,Рыба,Томаты,Хлеб,Соль
Бакалея,Перец,,,
Лук,Мясо,,,
Огурцы,Кофе,Консервы,Яйца,
Морковь,Огурцы,Сладости,Бананы,
Молоко,Консервы,Морковь,Консервы,Бакалея
Чай,Молоко,Соль,Томаты,Консервы
Бакалея,Кофе,,,
Курица,Кофе,Бакалея,Сладости,Курица
Кофе,Яблоки,,,
Рыба,Чай,Овощи,Кофе,
Масло,Мука,Мука,,
Чай,Масло,Фрукты,Лук,
Масло,Лук,Бананы,Сок,Соль
Морковь,Томаты,Курица,Кофе,Сыр
Напитки,Рыба,Молоко,Лук,
Фрукты,Картошка,Огурцы,Бакалея,
Рыба,Бананы,Морковь,Овощи,Морковь
Курица,Бакалея,Лук,Хлеб,
Курица,Консервы,,,
Масло,Чай,,,
Молоко,Рыба,Масло,Бананы,Чай
Курица,Сахар,Томаты,Сладости,
Сыр,Мясо,Яблоки,Масло,Сладости
Огурцы,Сахар,Рыба,Соль,
Курица,Соль,Соль,Кофе,Напитки
Молоко,Чай,Томаты,Соль,Бананы
Огурцы,Соль,,,
Мука,Овощи,,,
Напитки,Сахар,,,
Морковь,Фрукты,Чай,Сок,
Яблоки,Овощи,Яйца,Мука,
Бананы,Картошка,Морковь,Томаты,Яйца
Сок,Курица,Картошка,Соль,
Курица,Чай,,,
Фрукты,Масло,Молоко,,
Перец,Говядина,Говядина,Бакалея,Напитки
Масло,Бакалея,Морковь,,
Консервы,Лук,Фрукты,,
Лук,Сахар,Фрукты,Томаты,
Сладости,Сок,Кофе,Мясо,
Яйца,Сладости,Бананы,Бананы,
Морковь,Перец,Картошка,,
Бананы,Овощи,,,
Бакалея,Перец,Бакалея,,
Чай,Молоко,Огурцы,,
Морковь,Морковь,Сок,Масло,Огурцы
Мука,Мясо,Овощи,,
Овощи,Кофе,Томаты,Фрукты,
Перец,Томаты,,,
Картошка,Масло,Напитки,,
Томаты,Чай,Перец,Бакалея,
Чай,Говядина,Молоко,Перец,Яблоки
Бакалея,Молоко,Соль,Курица,Яблоки
Огурцы,Лук,Лук,Фрукты,Томаты
Сладости,Рыба,Фрукты,,
Молоко,Сыр,Бакалея,Яблоки,Молоко
Мука,Кофе,Лук,Бананы,Чай
Соль,Томаты,Масло,Курица,Бананы
Огурцы,Молоко,Сыр,,
Фрукты,Картошка,Курица,,
Рыба,Морковь,Кофе,,
Молоко,Мука,Яйца,,
Хлеб,Огурцы,Бананы,,
Говядина,Огурцы,,,
Морковь,Лук,Рыба,Напитки,Яйца
Кофе,Кофе,,,
Огурцы,Сок,Яйца,,
Мука,Сок,Сладости,Бакалея,
Яйца,Перец,Говядина,Бананы,
Говядина,Сыр,Масло,Курица,
Сок,Соль,Огурцы,,
Лук,Масло,Огурцы,Яблоки,
Лук,Сыр,Мука,Масло,
Огурцы,Перец,Яйца,Говядина,
Перец,Напитки,Говядина,Сыр,
Лук,Фрукты,Напитки,Сыр,
Мясо,Яйца,Напитки,Сок,Овощи
Говядина,Рыба,Сахар,,
Перец,Овощи,,,
Консервы,Перец,Сладости,Морковь,
Масло,Картошка,Кофе,Хлеб,Перец
Морковь,Овощи,Огурцы,Сыр,
Бананы,Огурцы,Хлеб,,
Консервы,Перец,Фрукты,,
Молоко,Напитки,Сахар,Фрукты,Сыр
Мясо,Перец,Напитки,Фрукты,Мука
Сыр,Яблоки,Овощи,Чай,
Яблоки,Напитки,,,
Масло,Яйца,,,
Чай,Кофе,Говядина,Хлеб,
Бакалея,Чай,Огурцы,Консервы,Лук
Огурцы,Бананы,Рыба,Мясо,
Сладости,Перец,Сок,Мука,
Фрукты,Овощи,Сладости,,
Сладости,Хлеб,Консервы,Овощи,
Консервы,Овощи,Напитки,Мясо,
Сахар,Курица,,,
Соль,Кофе,Чай,Овощи,
Сыр,Сыр,,,
Морковь,Сыр,Бананы,,
Овощи,Кофе,Кофе,Перец,Перец
Молоко,Соль,Бананы,Перец,
Хлеб,Сахар,Говядина,,
Мука,Бананы,,,
Картошка,Молоко,,,
Картошка,Сыр,Фрукты,Бананы,Мясо
